KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000000144,No eligible associates for reassign,No eligible associates for reassign,Keine für die Neuzuweisung berechtigten Angestellten vorhanden,No hay asociados aptos para reasignar,No hay asociados elegibles para reasignar,Aucun employé admissible à la réaffectation,Aucun collaborateur éligible pour réattribution,"Nėra reikalavimus atitinkančių bendradarbių, kuriuos būtų galima perskirstyti",Geen in aanmerking komende medewerkers om opnieuw toe te wijzen,Brak kwalifikujących się pracowników do ponownego przypisania,Nenhum associado qualificado para reatribuição
1000000000145,No eligible associates for swap,No eligible associates for swap,Keine für den Tausch berechtigten Angestellten,No hay asociados aptos para intercambiar,No hay asociados elegibles para intercambiar,Aucun employé admissible pour l’échange,Aucun collaborateur éligible pour échange,Nėra reikalavimus atitinkančių bendradarbio mainams,Geen in aanmerking komende medewerkers om te ruilen,Brak kwalifikujących się pracowników do zamiany,Nenhum associado qualificado para troca
1000000000146,Alerts for Week Starting,Alerts for Week Starting,Hinweise für Wochenstart,Alertas para la semana que comienza,Alertas para la semana que comienza,Alertes pour la semaine du,Alertes pour le début de la semaine,Įspėjimai dėl prasidedančios savaitės,Meldingen voor het starten van een week,Alerty dotyczące tygodnia rozpoczynającego się,Alertas para a semana que se inicia
1000000000147,Schedule is not generated for this week,Schedule is not generated for this week,Einsatzplan nicht für diese Woche generiert,El horario no se ha generado para esta semana,No se generó el horario de esta semana.,L’horaire n’est pas généré pour cette semaine,Planning non généré pour cette semaine,Šios savaitės tvarkaraštis nesudarytas,Planning is niet voor deze week gegenereerd,Nie wygenerowano grafiku na ten tydzień,A programação não foi gerada para esta semana
1000000000148,Unable to process your request,Unable to process your request,Ihre Anfrage kann nicht verarbeitet werden,No se puede procesar su solicitud,No se puede procesar su solicitud,Impossible de traiter votre demande,Impossible de traiter votre demande,Negalima apdoroti jūsų prašymo,Kan uw aanvraag niet verwerken,Nie można przetworzyć wniosku,Não foi possível processar sua solicitação
1000000000149,Error while saving timecard,Error while saving timecard,Fehler beim Speichern der Stempelkarte,Error al guardar la hoja de horas,Se produjo un error durante el guardado de la tarjeta de registro.,Erreur lors de l’enregistrement de la fiche de présence,Erreur lors de l'enregistrement de la feuille de présence,Klaida išsaugant darbo laiko apskaitos kortelę,Fout bij opslaan tijdkaart,Błąd podczas zapisywania karty czasu pracy,Erro ao salvar o cartão de ponto
1000000000150,Search,Search,Suchen,Buscar,Buscar,Chercher,Rechercher,Ieškoti,Zoek,Szukaj,Pesquisar
1000000000151,Events,Events,Ereignisse,Eventos,Eventos,Événements,Événements,Įvykiai,Gebeurtenissen,Wydarzenia,Eventos
1000000000152,Manager Schedule,Manager Schedule,Manager-Einsatzplan,Horario del responsable,Programa del gerente,Horaire du gestionnaire,Planning du gestionnaire,Vadovo tvarkaraštis,Managersplanning,Grafik kierownika,Programação do gerente
1000000000153,System Generated,System Generated,Systemgeneriert,Generado por el sistema,Generado por el sistema,Généré par le système,Généré par le système,Sukurta sistema,Door systeem gegenereerd,Wygenerowane przez system,Gerado pelo sistema
1000000000154,Week in Progress,Week in Progress,Laufende Woche,Semana en curso,Semana en curso,Semaine en cours,Semaine en cours,Savaitės eiga,Lopende week,Tydzień w toku,Semana em andamento
1000000000155,Review Fixed Shifts,Review Fixed Shifts,Feste Schichten überprüfen,Revisar turnos fijos,Revisar turnos fijos,Réviser les quarts fixes,Examiner les créneaux fixes,Fiksuotų pamainų peržiūra,Bekijk vaste diensten,Przejrzyj zmiany stałe,Revisar turnos fixos
1000000000156,Time,Time,Zeit,Hora,Tiempo,Heure,Heure,Laikas,Tijd,Czas,Hora
1000000000157,Schedule Notes,Schedule Notes,Einsatzplannotizen,Notas del horario,Notas de programa,Remarques sur l’horaire,Notes sur le planning,Tvarkaraščio pastabos,Planningsnotities,Uwagi do grafiku,Observações de Programação
1000000000158,Total Hours,Total Hours,Gesamtstunden,Total de horas,Total de horas,Total des heures,Heures totales,Iš viso valandų,Totaalaantal uren,Suma godzin,Total de horas
1000000000159,Hours Worked,Hours Worked,Arbeitsstunden,Horas trabajadas,Horas trabajadas,Heures travaillées,Heures travaillées,Išdirbtos valandos,Uren gewerkt,Przepracowane godziny,Horas trabalhadas
1000000000160,Regular Hours,Regular Hours,Reguläre Stunden,Horas normales,Horas regulares,Heures normales,Heures standard,Įprastos darbo valandos,Reguliere uren,Standardowe godziny,Horas normais
1000000000161,Raw Punches,Raw Punches,Unbearbeitete Stempel,Registros de horas sin procesar,Entradas sin procesar,Pointages non ajustés,Pointages bruts,Neapdoroti laiko įrašai,Ruwe ponsen,Odbicia nieprzetworzone,Pontos não arredondados
1000000000162,Review Warnings,Review Warnings,Warnungen überprüfen,Revisar los avisos,Advertencias de revisión,Réviser les avertissements,Consulter les avertissements,Skaityti įspėjimus,Waarschuwingen,Ostrzeżenia przeglądu,Revisar alertas
1000000000163,Special Pay,Special Pay,Sondervergütung,Pago especial,Pago especial,Paie spéciale,Rémunération spéciale,Specialus darbo užmokestis,Speciaal loon,Wynagrodzenie specjalne,Pagamento especial
1000000000164,Audit,Audit,Prüfung,Auditoría,Auditoría,Vérification,Audit,Auditas,Audit,Audyt,Auditoria
1000000000165,Pay Results,Pay Results,Lohnergebnisse,Resultados de pago,Resultados de pago,Résultats de la paie,Résultats de paie,Mokėjimo rezultatai,Loonresultaten,Wyniki wynagrodzenia,Resultados do pagamento
1000000000166,Actions,Actions,Aktionen,Acciones,Acciones,Actions,Actions,Veiksmai,Acties,Działania,Ações
1000000000167,Department,Department,Abteilung,Departamento,Departamento,Service,Département,Skyrius,afdeling,Dział,Departamento
1000000000168,Location,Location,Position,Ubicación,Ubicación,Emplacement,Emplacement,Vieta,Locatie,Lokalizacja,Localização
1000000000169,Fix It,Fix It,Beheben,Arreglarlo,Corregirlo,Réparer,Réparer,Ištaisyti tai,Los het op,Napraw ten stan,Corrigir
1000000000170,Review Timecard,Review Timecard,Stempelkarte überprüfen,Revisar hoja de horas,Revisar tarjeta de registro,Réviser la fiche de présence,Vérifier la feuille de présence,Peržiūrėti darbo laiko apskaitos kortelę,Tijdkaart controleren,Przejrzyj kartę czasu pracy,Revisar cartão de ponto
1000000000171,Select future weeks,Select future weeks,Zukünftige Wochen auswählen,Seleccione semanas futuras,Seleccionar próximas semanas,Sélectionner des semaines futures,Sélectionner les prochaines semaines,Pasirinkite būsimas savaites,Selecteer toekomstige weken,Wybierz przyszłe tygodnie,Selecione semanas futuras
1000000000172,Released To,Released To,Freigegeben für,Liberado para,Liberado hasta,Affecté à,Autorisé à,Išleistas į,Vrijgegeven aan,Przekazane do,Liberado para
1000000000173,Released From,Released From,Freigegeben von,Liberado de,Liberado desde,Affecté de,Libéré de,Išleistas iš,Vrijgegeven vanuit,Przekazane z,Liberado de
1000000000174,Move,Move,Verschieben,Mover,Mover,Déplacer,Déplacer,Perkelti,Verplaats,Przenieś,Mover
1000000000175,Split,Split,Aufteilen,Partir,Dividir,Diviser,Fractionner,Padalijimas,Splits,Podziel,Dividir
1000000000176,Merge,Merge,Zusammenführen,Combinar,Combinar,Fusionner,Fusionner,Sujungti,Voeg samen,Scal,Mesclar
1000000000177,Couldn't find a shift starting at %1$s time,Couldn't find a shift starting at %1$s time,"Es konnte keine Schicht gefunden werden, die um %1$s Uhr beginnt.",No se ha podido encontrar un turno que empiece a las %1$s,No se pudo encontrar un turno que comience a la hora %1$s.,Impossible de trouver un quart commençant à %1$s,Impossible de trouver un roulement commençant à l'heure %1$s,"Nepavyko rasti pamainos, prasidedančios %1$s laiku",Kan geen dienst vinden die begint op %1$s tijd,Nie można znaleźć zmiany rozpoczynającej się o godzinie %1$s,Não foi possível encontrar um turno a partir de %1$s
1000000000178,Couldn't find a shift ending at %1$s time,Couldn't find a shift ending at %1$s time,"Es konnte keine Schicht gefunden werden, die um %1$s Uhr endet.",No se ha podido encontrar un turno que acabe a las %1$s,No se pudo encontrar un turno que termine a la hora %1$s.,Impossible de trouver un quart se terminant à %1$s,Impossible de trouver un roulement se terminant à l'heure %1$s,"Nepavyko rasti pamainos, pasibaigiančios %1$s laiku",Kan geen dienst vinden die eindigt op %1$s tijd,Nie można znaleźć zmiany kończącej się o godzinie %1$s,Não foi possível encontrar um turno terminando às %1$s
1000000000179,Print,Print,Drucken,Imprimir,Imprimir,Imprimer,Imprimer,Spausdinti,Druk af,Drukuj,Imprimir
1000000000180,SMS,SMS,SMS,Notificación SMS,SMS,Message texte,SMS,SMS,Sms,SMS,SMS
1000000000181,Availability Details,Availability Details,Verfügbarkeitsdetails,Detalles de disponibilidad,Detalles de disponibilidad,Détails des disponibilités,Détails de disponibilité,Užimtumo duomenys,Details beschikbaarheid,Szczegóły dostępności,Detalhes de disponibilidade
1000000000182,Select Availability Hours,Select Availability Hours,Verfügbarkeitsstunden auswählen,Seleccionar horas disponibles,Seleccionar horas de disponibilidad,Sélectionner les heures de disponibilité,Sélectionner les heures de disponibilité,Pasirinkite užimtumo valandas,Selecteer beschikbaarheidsuren,Wybierz godziny dostępności,Selecione horas de disponibilidade
1000000000183,Preferred,Preferred,Bevorzugt,Preferido,Preferido,Privilégié,Préféré,Pageidaujama,Voorkeur,Preferowany,Preferido
1000000000184,On Call,On Call,Bereitschaft,De guardia,En servicio,Sur appel,De garde,Budėjimas,Oproep,Na wezwanie,Plantão
1000000000185,Base,Base,Basis,Base,Base,Base,Base,Bazinis,Basis,Podstawa,Base
1000000000186,Sun,Sun,So,Dom,Dom.,Dim,Dimanche,Sekm.,Zo,Ndz.,Dom
1000000000187,Mon,Mon,Mo,Lun,Lun.,Lun,Lundi,Pirm.,Ma,Pon.,Seg.
1000000000188,Tue,Tue,Di,Mar,Mar.,Mar,Mardi,Antr.,Di,Wt.,Ter.
1000000000189,Wed,Wed,Mi,Mié,Mié.,Mer,Mercredi,Treč.,Wo,Śr.,Qua.
1000000000190,Thu,Thu,Do,Jue,Jue.,Jeu,Jeudi,Ketv.,Do,Czw.,Qui.
1000000000191,Fri,Fri,Fr,Vie,Vie.,Ven,Vendredi,Penkt.,Vr,Pt.,Sex.
1000000000192,Sat,Sat,Sa,Sáb,Sáb.,Sam,Samedi,Šešt.,Za,Sob.,Sáb.
1000000000193,Invalid availability,Invalid availability,Ungültige Verfügbarkeit,Disponibilidad no válida,Disponibilidad no válida,Disponibilité non valide,Disponibilité non valide,Netinkamas užimtumas,Ongeldige beschikbaarheid,Nieprawidłowa dostępność,Disponibilidade inválida
1000000000194,End Time must be greater than Start Time,End Time must be greater than Start Time,"""Endzeit"" muss später sein als ""Startzeit""",La hora de finalización debe ser mayor que la hora de inicio,La hora de finalización debe ser posterior a la hora de inicio.,L’heure de fin doit être supérieure à l’heure de début,L'heure de fin doit être supérieure à l'heure de début,Pabaigos laikas turi būti vėlesnis už pradžios laiką,Eindtijd moet groter zijn dan begintijd,Czas zakończenia musi być późniejszy niż czas rozpoczęcia,A hora de término deve ser posterior à hora de início
1000000000195,Select at least a day,Select at least a day,Mindestens einen Tag auswählen,Seleccione un día como mínimo,Seleccionar al menos un día,Sélectionner au moins un jour,Sélectionner au moins un jour,Pasirinkite bent dieną,Selecteer minimaal een dag,Wybierz co najmniej jeden dzień,Selecione pelo menos um dia
1000000000196,Select start time and end time,Select start time and end time,Wählen Sie die Start- und Endzeit aus.,Seleccione la hora de inicio y la hora de finalización,Seleccionar la hora de inicio y la hora de finalización,Sélectionner l’heure de début et l’heure de fin,Sélectionner les heures de début et de fin,Pasirinkite pradžios ir pabaigos laiką,Selecteer begintijd en eindtijd,Wybierz czas rozpoczęcia i czas zakończenia,Selecionar hora de início e hora de término
1000000000197,Preferred availability must be a part of Base availability,Preferred availability must be a part of Base availability,Bevorzugte Verfügbarkeit muss Bestandteil der Grundverfügbarkeit sein.,La disponibilidad preferida debe ser parte de la disponibilidad base,La disponibilidad preferida debe ser parte de la disponibilidad base,La disponibilité préférée doit faire partie de la disponibilité de base,La disponibilité préférée doit faire partie de la disponibilité de base,Pageidaujamas užimtumas turi būti bazinio užimtumo dalis,Voorkeurbeschikbaarheid moet een onderdeel zijn van basisbeschikbaarheid,Dostępność preferowana musi być częścią dostępności podstawowej,A disponibilidade preferencial deve fazer parte da disponibilidade Base
1000000000198,Overlapping availability,Overlapping availability,Überlappende Verfügbarkeit,Disponibilidad superpuesta,Disponibilidad superpuesta,Chevauchement de disponibilité,Disponibilité en chevauchement,Sutampantis užimtumas,Overlappende beschikbaarheid,Nakładająca się dostępność,Disponibilidade sobreposta
1000000000199,On Call availability must not be a part of Base availability,On Call availability must not be a part of Base availability,Bereitsschafts-Verfügbarkeit darf kein Bestandteil der Basisverfügbarkeit sein,La disponibilidad de guardia no debe ser parte de la disponibilidad base,La disponibilidad en servicio no debe ser parte de la disponibilidad base.,La disponibilité sur appel ne doit pas faire partie de la disponibilité de base,La disponibilité de garde ne doit pas faire partie de la disponibilité de base,Budėjimo pamainos užimtumas negali būti bazinio užimtumo dalis,Oproepbeschikbaarheid mag geen onderdeel zijn van basisbeschikbaarheid,Dostępność na wezwanie nie może być częścią dostępności podstawowej,A disponibilidade para plantão não deve fazer parte da disponibilidade básica
1000000000200,There can be no more than 2 split availabilities,There can be no more than 2 split availabilities,Es dürfen nicht mehr als 2 aufgeteilte Verfügbarkeiten vorhanden sein.,No puede haber más de dos disponibilidades partidas,No puede haber más de 2 disponibilidades divididas,Pas plus de deux disponibilités divisées autorisées,Il ne peut pas y avoir plus de 2 disponibilités fractionnées,Perskirtų užimtumų negali būti daugiau nei 2.,Er mogen niet meer dan 2 gesplitste beschikbaarheden zijn,Nie może być więcej niż 2 rozdzielonych dostępności,Não pode haver mais de 2 disponibilidades divididas
1000000000201,Invalid availability data,Invalid availability data,Ungültige Verfügbarkeitsdaten,Datos de disponibilidad no válidos,Datos de disponibilidad no válidos,Données de disponibilité non valides,Données de disponibilité non valides,Netinkami užimtumo duomenys,Ongeldige beschikbaarheidsgegevens,Nieprawidłowe dane dotyczące dostępności,Dados de disponibilidade inválidos
1000000000202,Select effective week,Select effective week,Wirksamkeitswoche auswählen,Seleccione semana vigente,Seleccionar semana efectiva,Sélectionner la semaine d’entrée en vigueur,Sélectionner la semaine de prise d'effet,Pasirinkite įsigaliojimo savaitę,Selecteer ingangsweek,Wybierz tydzień obowiązywania,Selecione semana efetiva
1000000000203,Select end week,Select end week,Ende der Woche auswählen,Seleccione semana de finalización,Seleccionar semana final,Sélectionner la semaine de fin,Sélectionner la semaine de fin,Pasirinkite pabaigos savaitę,Selecteer einde week,Wybierz tydzień zakończenia,Selecionar semana final
1000000000204,Select associate name,Select associate name,Angestelltennamen auswählen,Seleccione nombre de asociado,Seleccionar el nombre del asociado,Sélectionner le nom de l’employé,Sélectionner un nom de collaborateur,Pasirinkite bendradarbio vardą,Selecteer naam medewerker,Wybierz imię i nazwisko pracownika,Selecione o nome do associado
1000000000205,Select availability type,Select availability type,Verfügbarkeitstyp auswählen,Seleccione tipo de disponibilidad,Seleccionar el tipo de disponibilidad,Sélectionner le type de disponibilité,Sélectionner le type de disponibilité,Pasirinkite užimtumo tipą,Selecteer beschikbaarheidstype,Wybierz typ dostępności,Selecione o tipo de disponibilidade
1000000000206,End week should be greater than effective week,End week should be greater than effective week,Endwoche muss höher als Wirksamkeitswoche sein,El fin de semana debe ser mayor que la semana de vigencia,La semana final debe ser mayor que la semana efectiva,La semaine de fin doit être supérieure à la semaine d’entrée en vigueur,La semaine de fin doit être supérieure à la semaine de prise d'effet,Pabaigos savaitė turėtų būti vėlesnė už įsigaliojimo savaitę,Eindweek moet groter zijn dan ingangsweek,Tydzień zakończenia powinien być późniejszy niż tydzień obowiązywania,A semana de término deve ser maior que a semana efetiva
