KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
availability.details.label.no_of_rotations,Number of Rotations,Number of Rotations,Anzahl der Rotationen,Numero de rotaciones,Cantidad de rotaciones,Nombre de rotations,Nombre de rotations,Rotacijų skaičius,Aantal rotaties,Liczba rotacji,Número de rotações
availability.details.label.non_working_days,Non-working Days,Non-working Days,Arbeitsfreie Tage,Días no laborables,Días no hábiles,Jours non travaillés,Jours de repos,Ne darbo dienos,Niet-werkdagen,Dni wolne od pracy,Dias não úteis
availability.details.label.not_available,Not Available,Not Available,Nicht verfügbar,No disponible,No disponible,Non disponible,Indisponible,Nepasiekiama,Niet beschikbaar,Niedostępne,Não disponível
availability.details.label.preview_avail_req,Preview Availability Request,Preview Availability Request,Vorschau der Verfügbarkeitsanfrage,Previsualizar solicitud de disponibilidad,Vista previa de la solicitud de disponibilidad,Prévisualiser la demande de disponibilité,Aperçu de la demande de disponibilité,Peržiūrėti užimtumo užklausą,Voorbeeld beschikbaarheidsaanvraag,Przejrzyj wniosek o dostępność,Exibir Solicitação de disponibilidade
availability.details.label.reason,Reason,Reason,Begründung,Motivo,Motivo,Justification,Motif,Priežastis,Reden,Powód,Motivo
availability.details.label.table,Table,Table,Tabelle,Tabla,Tabla,Tableau,Tableau,Lentelė,Tabel,Tabela,Tabela
availability.details.label.timeline,Timeline,Timeline,Zeitleiste,Cronograma,Línea de tiempo,Échéancier,Chronologie,Laiko linija,Tijdlijn,Oś czasu,Linha do tempo
availability.details.label.type,Type,Type,Typ,Tipo,Tipo,Type,Type,Tipas,Type,Typ,Tipo
availability.details.label.week_ending,Week Ending,Week Ending,Woche endet,Semana que termina,Fin de semana,Semaine se terminant le,Fin de semaine,Savaitės pabaiga,Week eindigend op,Zakończenie tygodnia,Semana terminando
availability.details.label.week_starting,Week Starting,Week Starting,Wochenstart,Semana de inicio,Semana que comienza,Semaine du,Début de semaine,Savaitės pradžia,Week die begint op,Rozpoczęcie tygodnia,Início da semana
availability.filter.label.date_range,Date Range,Date Range,Datumsbereich,Rango de fechas,Rango de fechas,Plage de dates,Plage de dates,Datų intervalas,Datumbereik,Zakres dat,Intervalo de datas
availability.filter.label.status,Status,Status,Status,Estado,Estado,État,Statut,Būsena,Status,Stan,Status
availability.label.add,Add Availability,Add Availability,Verfügbarkeit hinzufügen,Añadir disponibilidad,Agregar disponibilidad,Ajouter une disponibilité,Ajouter des disponibilités,Pridėti užimtumą,Voeg beschikbaarheid toe,Dodaj dostępność,Adicionar disponibilidade
availability.label.available,Available,Available,Verfügbar,Disponible,Disponible,Disponible,Disponible,Laisvas,Beschikbaar,Dostępne,Disponível
availability.label.base_availability,Base Availability,Base Availability,Basisverfügbarkeit,Disponibilidad base,Disponibilidad base,Disponibilité de base,Disponibilité de base,Bazinis užimtumas,Basisbeschikbaarheid,Dostępność podstawowa,Disponibilidade básica
availability.label.copy_as_new,Copy as new request,Copy as new request,Als neue Anfrage kopieren,Copiar como nueva solicitud,Copiar como nueva solicitud,Copier comme nouvelle demande,Copier en tant que nouvelle demande,Kopijuoti kaip naują prašymą,Als nieuwe aanvraag kopiëren,Skopiuj jako nowy wniosek,Copiar como nova solicitação
availability.label.day_off,Day Off,Day Off,Urlaubstag,Día libre,Día libre,Congé,Jour de congé,Laisva diena,Vrije dag,Dzień wolny,Dia de folga
availability.label.delete,Delete,Delete,Löschen,Eliminar,Eliminar,Supprimer,Supprimer,Ištrinti,Verwijderen,Usuń,Excluir
availability.label.edit,Edit,Edit,Bearbeiten,Editar,Editar,Modifier,Modifier,Redaguoti,Bewerk,Edytuj,Editar
availability.label.filter,Filter,Filter,Filter,Filtrar,Filtrar,Filtrer,Filtrer,Filtras,Filter,Filtrowanie,Filtro
availability.label.filter_requests,Filter requests,Filter requests,Anfragen filtern,Filtrar solicitudes,Filtrar solicitudes,Filtrer les demandes,Filtrer les demandes,Filtravimo prašymai,Aanvragen filteren,Filtruj wnioski,Filtrar solicitações
availability.label.legend,Legend,Legend,Legende,Leyenda,Leyenda,Légende,Légende,Legenda,Legenda,Legenda,Legenda
availability.label.non_working_day,Non working day,Non working day,Arbeitsfreier Tag,Día no laborable,Día no laborable,Jour non travaillé,Jour de repos,Ne darbo diena,Niet-werkdag,Dzień wolny od pracy,Dia não útil
availability.label.on_call_availability,On Call Availability,On Call Availability,Bereitschafts-Verfügbarkeit,Disponibilidad de guardia,Disponibilidad de servicio,Disponibilités sur appel,Disponibilité de garde,Budėjimo pamainos užimtumas,Oproepbeschikbaarheid,Dostępność na wezwanie,Disponibilidade para plantão
availability.label.permanent,Permanent,Permanent,Durchgängig,Permanente,Permanente,Permanent,Permanent,Nuolatinis,Permanent,Stały,Permanente
availability.label.preferred_availability,Preferred Availability,Preferred Availability,Bevorzugte Verfügbarkeit,Disponibilidad preferida,Disponibilidad de preferencia,Disponibilité préférée,Disponibilité préférée,Pageidaujamas užimtumas,Voorkeur beschikbaarheid,Preferowana dostępność,Disponibilidade preferencial
availability.label.rotations,Rotations,Rotations,Rotationen,Rotaciones,Rotaciones,Rotations,Rotations,Rotacijos,Rotaties,Rotacje,Rotações
availability.label.school_availability,School Calendar,School Calendar,Schulkalender,Calendario escolar,Calendario escolar,Calendrier scolaire,Calendrier scolaire,Mokyklos kalendorius,Schoolkalender,Kalendarz szkolny,Calendário escolar
availability.label.submit,Submit for approval,Submit for approval,Zur Genehmigung absenden,Enviar para aprobación,Enviar para su aprobación,Soumettre pour approbation,Soumettre pour approbation,Pateikti tvirtinimui,Indienen voor goedkeuring,Prześlij do zatwierdzenia,Enviar para aprovação
availability.label.temporary,Temporary,Temporary,Temporär,Temporal,Temporal,Temporaire,Temporaire,Laikinas,Tijdelijk,Tymczasowy,Temporário
availability.list.label.from,From {0},From {0},Von {0},De {0},Desde {0},De {0},De {0},Nuo {0},Van account {0},Od {0},A partir de {0}
availability.list.label.from_to,from {0} to {1},from {0} to {1},von {0} bis {1},de {0} a {1},desde {0} hasta {1},de {0} à {1},de {0} à {1},nuo {0} iki {1},van {0} tot {1},od {0} do {1},de {0} até {1}
availability.list.none,No availability requests,No availability requests,Keine Verfügbarkeitsanfragen,No hay solicitudes de disponibilidad,No hay solicitudes de disponibilidad,Aucune demande de disponibilité,Aucune demande de disponibilité,Užimtumo užklausų nėra,Geen beschikbaarheidsaanvragen,Brak wniosków o dostępność,Nenhuma solicitação de disponibilidade
availability.semantic.label.status,Availability status {0},Availability status {0},Verfügbarkeitsstatus {0},Estado de disponibilidad {0},Estado de disponibilidad {0},État de disponibilité {0},Statut de disponibilité {0},Užimtumo būsena {0},Beschikbaarheidsstatus {0},Stan dostępności {0},Status de disponibilidade {0}
availability.semantic.label.timeline_graph,{0} for {1} is {2},{0} for {1} is {2},{0} für {1} ist {2},{0} para {1} es {2},{0} para {1} es {2},{0} pour {1} est {2},{0} pour {1} est {2},{0} {1} yra {2},{0} voor {1} is {2},{0} dla {1} jest {2},{0} para {1} é {2}
availability.tabs.title.approved_availability,Approved Availability,Approved Availability,Genehmigte Verfügbarkeit,Disponibilidad aprobada,Disponibilidad aprobada,Disponibilité approuvée,Disponibilité approuvée,Patvirtintas užimtumas,Goedgekeurde beschikbaarheid,Zatwierdzona dostępność,Disponibilidade aprovada
availability.tabs.title.requests,Requests,Requests,Anfragen,Solicitudes,Solicitudes,Demandes,Demandes,Prašymai,Aanvragen,Wnioski,Solicitações
availability.title.approved,Approved,Approved,Genehmigt,Aprobado,Aprobado,Approuvé,Approuvé(e),Patvirtinta,Goedgekeurd,Zatwierdzone,Aprovado
availability.title.availability_details,Availability Details,Availability Details,Verfügbarkeitsdetails,Detalles de disponibilidad,Detalles de disponibilidad,Détails des disponibilités,Détails de disponibilité,Užimtumo duomenys,Details beschikbaarheid,Szczegóły dostępności,Detalhes de disponibilidade
availability.title.cancelled,Cancelled,Cancelled,Abgebrochen,Cancelado,Cancelado,Annulé,Annulé(e),Atšaukta,Geannuleerd,Anulowano,Cancelado
availability.title.declined,Declined,Declined,Abgelehnt,Rechazado,Rechazado,Refusé,Refusé(e),Atmesta,Geweigerd,Odrzucony,Recusado
availability.title.not_reviewed,Not Reviewed,Not Reviewed,Nicht überprüft,No revisado,No revisado,Non révisé,Non examiné(e),Neperžiūrėta,Niet gecontroleerd,Nie przejrzano,Não revisado
availability.title.quick_filter.all,All,All,Alle,Todo,Todo,Tous,Tout,Visi,Alle,Wszystkie,Todos
availability.title.quick_filter.msg,Requests from {0} to {1},Requests from {0} to {1},Anfragen von {0} bis {1},Solicitudes de {0} a {1},Solicitudes de {0} a {1},Demandes du {0} au {1},Demandes de {0} à {1},Užklausos nuo {0} iki {1},Aanvragen van {0} tot {1},Wnioski od {0} do {1},Solicitações a partir de {0} até {1}
availability.validation.error.ba_overlap_ba,Your base availability overlapping with following added base:,Your base availability overlapping with following added base:,Ihre Basisverfügbarkeit überschneidet sich mit folgender hinzugefügter Basisverfügbarkeit:,Su disponibilidad base se superpone con la siguiente base añadida:,Su disponibilidad base se superpone con la siguiente base agregada:,Vos disponibilités de base chevauchent les disponibilités de base ajoutées suivantes :,Votre disponibilité de base chevauche la disponibilité de base ajoutée suivante :,Jūsų bazinis užimtumas persidengia su įkeltu baziniu:,Uw basisbeschikbaarheid overlapt met de volgende toegevoegde basis:,Twoja podstawowa dostępność pokrywa się z następującą dodaną dostępnością podstawową:,Sua disponibilidade básica se sobrepõe à seguinte base adicionada:
availability.validation.error.ba_overlap_oc,Your base availability is overlapping with following On call availability added preferred:,Your base availability is overlapping with following On call availability added preferred:,Ihre Basisverfügbarkeit überschneidet sich mit folgenden als bevorzugt hinzugefügten Bereitschaftsdiensten:,La disponibilidad base se superpone con la siguiente disponibilidad de guardia añadida preferida:,La disponibilidad base se superpone con la siguiente disponibilidad de servicio preferida:,Vos disponibilités de base chevauchent les disponibilités sur appel préférées ajoutées suivantes :,Votre disponibilité de base chevauche la disponibilité de garde ajoutée comme préférence :,Jūsų bazinis užimtumas sutampa su toliau nurodytu pridėtu budėjimu:,Uw basisbeschikbaarheid overlapt met de volgende oproepbeschikbaarheid die als voorkeur is toegevoegd:,Twoja podstawowa dostępność pokrywa się z następującą preferowaną dodaną dostępnością na wezwanie:,Sua disponibilidade básica se sobrepõe à seguinte disponibilidade de chamada adicionada como preferencial:
availability.validation.error.ba_to_pr,Your base availability is not part of following preferred availability:,Your base availability is not part of following preferred availability:,Ihre Basisverfügbarkeit ist nicht Teil der folgenden bevorzugten Basisverfügbarkeit:,Su disponibilidad base no forma parte de la siguiente disponibilidad preferida:,Su disponibilidad base no es parte de la siguiente disponibilidad de preferencia:,Vos disponibilités de base ne font pas partie des disponibilités préférées suivantes :,Votre disponibilité de base ne fait pas partie de la disponibilité préférée suivante :,Jūsų bazinis užimtumas nepriklauso toliau nurodytam pageidaujamam užimtumui:,Uw basisbeschikbaarheid maakt geen deel uit van de volgende voorkeursbeschikbaarheid:,Twoja podstawowa dostępność nie jest częścią następującej dodanej dostępności preferowanej:,Sua disponibilidade básica não faz parte da seguinte disponibilidade preferencial:
availability.validation.error.max_hrs_daily,Maximum daily hours entered ({0}) is less than current minimum daily hours ({1}),Maximum daily hours entered ({0}) is less than current minimum daily hours ({1}),Eingegebene tägliche Maximalstunden ({0}) sind kleiner als die aktuellen täglichen Mindeststunden ({1}),El máximo de horas diarias introducido ({0}) es inferior al mínimo de horas diarias actual ({1}),La cantidad de horas diarias máximas ingresadas ({0}) es menor que las horas diarias mínimas actuales ({1}),Le nombre maximal d’heures quotidiennes saisies ({0}) est inférieur au nombre minimum actuel d’heures quotidiennes ({1}),Le nombre d'heures quotidiennes maximales saisi ({0}) est inférieur au nombre d'heures quotidiennes minimales actuel ({1}),Maksimalus dienos valandų skaičius ({0}) mažesnis už dabartinį minimalų dienos valandų skaičių ({1}),Maximum dagelijks ingevoerde uren ({0}) moet minder zijn dan huidig minimum dagelijkse uren ({1}),Wprowadzona maksymalna liczba godzin dziennie ({0}) jest mniejsza niż bieżąca minimalna liczba godzin dziennie ({1}),As horas diárias máximas inseridas ({0}) são inferiores às horas diárias mínimas atuais ({1})
